Listing Id 1,Listing Id 2
IR978174,IR956364
IR978174,8660285
IR978174,3513728
IR978174,8383513
IR978174,5730705
IR978174,IR955847
IR978174,8497234
IR978174,3714339
IR978174,7821402
IR978174,5888410
IR978174,2269467
IR978174,5689489
IR978174,IR957161
IR978174,5960390
IR978174,1957981
IR978174,1857476
IR978174,6321775
IR978174,8239606
IR978174,7531066
IR978174,2858375
IR978174,IR956142
IR978174,1514568
IR978174,5450957
IR978174,2272846
IR978174,1920110
IR978174,6604492
IR978174,7621259
IR978174,2554608
IR978174,5568598
IR978174,7592535
IR978174,9855052
IR978174,7372725
IR978174,1689973
IR978174,5743027
IR978174,4479980
IR978174,IR957588
IR978174,4083831
IR978174,4128049
IR978174,2858719
IR978174,3614088
IR978174,6582490
IR978174,9032924
IR978174,7785361
IR978174,IR958476
IR978174,3106109
IR978174,2417505
IR978174,9623639
IR978174,2057640
IR978174,6504391
IR978174,4094648
IR978174,7029472
IR978174,3454886
IR978174,5477177
IR978174,2937443
IR978174,IR960086
IR978174,6329970
IR978174,4737519
IR978174,4428336
IR978174,5829037
IR978174,8210308
IR978174,IR960969
IR978174,3803356
IR978174,8671908
IR978174,2077952
IR978174,5110070
IR978174,9730226
IR978174,4685315
IR978174,2620614
IR978174,3865941
IR978174,6135593
IR978174,6339702
IR978174,3365845
IR978174,4252235
IR978174,2941353
IR978174,2480503
IR978174,7398046
IR978174,1500848
IR978174,9348176
IR978174,7281594
IR978174,4836480
IR978174,6655947
IR978174,9965364
IR978174,3780610
IR978174,9308837
IR978174,9332346
IR978174,7739537
IR978174,3258821
IR978174,2338029
IR978174,3837465
IR978174,6894963
IR978174,2818530
IR978174,8014499
IR978174,2564246
IR978174,3909585
IR978174,7406505
IR978174,1818513
IR978174,3267572
IR978174,2456427
IR978174,7672518
IR978174,1505114
IR978174,IR959771
IR978174,3692317
IR978174,3287735
IR978174,4702539
IR978174,4278716
IR978174,3514617
IR978174,2636365
IR978174,7132005
IR978174,7479660
IR978174,4924481
IR978174,3147619
IR978174,4742527
IR978174,3210187
IR978174,6066497
IR978174,6725244
IR978174,1827159
IR978174,IR965801
IR978174,8980826
IR978174,7562700
IR978174,4309202
IR978174,6360923
IR978174,1610831
IR978174,3580806
IR978174,2604145
IR978174,6871117
IR978174,3227917
IR978174,4805403
IR978174,9447739
IR978174,5862741
IR978174,IR967024
IR978174,9747735
IR978174,2279648
IR978174,8665499
IR978174,4533182
IR978174,5893753
IR978174,8843102
IR978174,6175019
IR978174,3326415
IR978174,9861262
IR978174,6451879
IR978174,6822791
IR978174,8577349
IR978174,2161020
IR978174,IR967360
IR978174,5258069
IR978174,6379199
IR978174,IR971782
IR978174,2432296
IR978174,3680253
IR978174,6736869
IR978174,5436375
IR978174,7737757
IR978174,4813491
IR978174,8186320
IR978174,3716150
IR978174,7817574
IR978174,9695808
IR978174,4532874
IR978174,8725802
IR978174,3150528
IR978174,3505430
IR978174,3539117
IR978174,2516135
IR978174,4833621
IR978174,IR973724
IR978174,3744427
IR978174,6478272
IR978174,6820887
IR978174,IR972958
IR978174,5917917
IR978174,8527059
IR978174,5329736
IR978174,3491907
IR978174,8796724
IR978174,9811442
IR978174,8886751
IR978174,9327237
IR978174,2107349
IR978174,6242084
IR978174,9782112
IR978174,7006663
IR978174,9271341
IR978174,6964114
IR978174,8127919
IR978174,1654217
IR978174,9525006
IR978174,7544812
IR978174,4270571
IR978174,6143378
IR978174,3604680
IR978174,9311605
IR978174,7518097
IR978174,6273108
IR978174,4866068
3287108,4501385
3287108,5965894
3287108,4868629
3287108,6680808
3287108,1957163
3287108,3556451
3287108,IR979306
3287108,6552595
3287108,9825943
3287108,6455053
3287108,2142216
3287108,4717418
3287108,5727719
3287108,3792339
3287108,9028170
3287108,2160665
3287108,7101369
3287108,6835475
3287108,3183081
3287108,8724818
3287108,4832495
3287108,IR979397
3287108,7170323
3287108,4394094
3287108,7530305
3287108,4687548
3287108,3234843
3287108,9789804
3287108,8308659
3287108,8966609
3287108,IR956400
3287108,IR956364
3287108,8660285
3287108,3513728
3287108,8383513
3287108,5730705
3287108,IR955847
3287108,8497234
3287108,3714339
3287108,7821402
3287108,5888410
3287108,2269467
3287108,5689489
3287108,IR957161
3287108,5960390
3287108,1957981
3287108,1857476
3287108,6321775
3287108,8239606
3287108,7531066
3287108,2858375
3287108,IR956142
3287108,1514568
3287108,5450957
3287108,2272846
3287108,1920110
3287108,6604492
3287108,7621259
3287108,2554608
3287108,5568598
3287108,7592535
3287108,9855052
3287108,7372725
3287108,1689973
3287108,5743027
3287108,4479980
3287108,IR957588
3287108,4083831
3287108,4128049
3287108,2858719
3287108,3614088
3287108,6582490
3287108,9032924
3287108,7785361
3287108,IR958476
3287108,3106109
3287108,2417505
3287108,9623639
3287108,2057640
3287108,6504391
3287108,4094648
3287108,7029472
3287108,3454886
3287108,5477177
3287108,2937443
3287108,IR960086
3287108,6329970
3287108,4737519
3287108,4428336
3287108,5829037
3287108,8210308
3287108,IR960969
3287108,3803356
3287108,8671908
3287108,2077952
3287108,5110070
3287108,9730226
3287108,4685315
3287108,2620614
3287108,3865941
3287108,6135593
3287108,6339702
3287108,3365845
3287108,4252235
3287108,2941353
3287108,2480503
3287108,7398046
3287108,1500848
3287108,9348176
3287108,7281594
3287108,4836480
3287108,6655947
3287108,9965364
3287108,3780610
3287108,9308837
3287108,9332346
3287108,7739537
3287108,3258821
3287108,2338029
3287108,3837465
3287108,6894963
3287108,2818530
3287108,8014499
3287108,2564246
3287108,3909585
3287108,7406505
3287108,1818513
3287108,3267572
3287108,2456427
3287108,7672518
3287108,1505114
3287108,IR959771
3287108,3692317
3287108,3287735
3287108,4702539
3287108,4278716
3287108,3514617
3287108,2636365
3287108,7132005
3287108,7479660
3287108,4924481
3287108,3147619
3287108,4742527
3287108,3210187
3287108,6066497
3287108,6725244
3287108,1827159
3287108,IR965801
3287108,8980826
3287108,7562700
3287108,4309202
3287108,6360923
3287108,1610831
3287108,3580806
3287108,2604145
3287108,6871117
3287108,3227917
3287108,4805403
3287108,9447739
3287108,5862741
3287108,IR967024
3287108,9747735
3287108,2279648
3287108,8665499
3287108,4533182
3287108,5893753
3287108,8843102
3287108,6175019
3287108,3326415
3287108,9861262
3287108,6451879
3287108,6822791
3287108,8577349
3287108,2161020
3287108,IR967360
3287108,5258069
3287108,6379199
3287108,IR971782
3287108,2432296
3287108,3680253
3287108,6736869
3287108,5436375
3287108,7737757
3287108,4813491
3287108,8186320
3287108,3716150
3287108,7817574
3287108,9695808
3287108,4532874
3287108,8725802
3287108,3150528
3287108,3505430
3287108,3539117
3287108,2516135
3287108,4833621
3287108,IR973724
3287108,3744427
3287108,6478272
3287108,6820887
3287108,IR972958
3287108,5917917
3287108,8527059
3287108,5329736
3287108,3491907
3287108,8796724
3287108,9811442
3287108,8886751
3287108,9327237
3287108,2107349
3287108,6242084
3287108,9782112
3287108,7006663
3287108,9271341
3287108,6964114
3287108,8127919
3287108,1654217
3287108,9525006
3287108,7544812
3287108,4270571
3287108,6143378
3287108,3604680
3287108,9311605
3287108,7518097
3287108,6273108
3287108,4866068
4501385,5965894
4501385,4868629
4501385,6680808
4501385,1957163
4501385,3556451
4501385,IR979306
4501385,6552595
4501385,9825943
4501385,6455053
4501385,2142216
4501385,4717418
4501385,5727719
4501385,3792339
4501385,9028170
4501385,2160665
4501385,7101369
4501385,6835475
4501385,3183081
4501385,8724818
4501385,4832495
4501385,IR979397
4501385,7170323
4501385,4394094
4501385,7530305
4501385,4687548
4501385,3234843
4501385,9789804
4501385,8308659
4501385,8966609
4501385,IR956400
4501385,IR956364
4501385,8660285
4501385,3513728
4501385,8383513
4501385,5730705
4501385,IR955847
4501385,8497234
4501385,3714339
4501385,7821402
4501385,5888410
4501385,2269467
4501385,5689489
4501385,IR957161
4501385,5960390
4501385,1957981
4501385,1857476
4501385,6321775
4501385,8239606
4501385,7531066
4501385,2858375
4501385,IR956142
4501385,1514568
4501385,5450957
4501385,2272846
4501385,1920110
4501385,6604492
4501385,7621259
4501385,2554608
4501385,5568598
4501385,7592535
4501385,9855052
4501385,7372725
4501385,1689973
4501385,5743027
4501385,4479980
4501385,IR957588
4501385,4083831
4501385,4128049
4501385,2858719
4501385,3614088
4501385,6582490
4501385,9032924
4501385,7785361
4501385,IR958476
4501385,3106109
4501385,2417505
4501385,9623639
4501385,2057640
4501385,6504391
4501385,4094648
4501385,7029472
4501385,3454886
4501385,5477177
4501385,2937443
4501385,IR960086
4501385,6329970
4501385,4737519
4501385,4428336
4501385,5829037
4501385,8210308
4501385,IR960969
4501385,3803356
4501385,8671908
4501385,2077952
4501385,5110070
4501385,9730226
4501385,4685315
4501385,2620614
4501385,3865941
4501385,6135593
4501385,6339702
4501385,3365845
4501385,4252235
4501385,2941353
4501385,2480503
4501385,7398046
4501385,1500848
4501385,9348176
4501385,7281594
4501385,4836480
4501385,6655947
4501385,9965364
4501385,3780610
4501385,9308837
4501385,9332346
4501385,7739537
4501385,3258821
4501385,2338029
4501385,3837465
4501385,6894963
4501385,2818530
4501385,8014499
4501385,2564246
4501385,3909585
4501385,7406505
4501385,1818513
4501385,3267572
4501385,2456427
4501385,7672518
4501385,1505114
4501385,IR959771
4501385,3692317
4501385,3287735
4501385,4702539
4501385,4278716
4501385,3514617
4501385,2636365
4501385,7132005
4501385,7479660
4501385,4924481
4501385,3147619
4501385,4742527
4501385,3210187
4501385,6066497
4501385,6725244
4501385,1827159
4501385,IR965801
4501385,8980826
4501385,7562700
4501385,4309202
4501385,6360923
4501385,1610831
4501385,3580806
4501385,2604145
4501385,6871117
4501385,3227917
4501385,4805403
4501385,9447739
4501385,5862741
4501385,IR967024
4501385,9747735
4501385,2279648
4501385,8665499
4501385,4533182
4501385,5893753
4501385,8843102
4501385,6175019
4501385,3326415
4501385,9861262
4501385,6451879
4501385,6822791
4501385,8577349
4501385,2161020
4501385,IR967360
4501385,5258069
4501385,6379199
4501385,IR971782
4501385,2432296
4501385,3680253
4501385,6736869
4501385,5436375
4501385,7737757
4501385,4813491
4501385,8186320
4501385,3716150
4501385,7817574
4501385,9695808
4501385,4532874
4501385,8725802
4501385,3150528
4501385,3505430
4501385,3539117
4501385,2516135
4501385,4833621
4501385,IR973724
4501385,3744427
4501385,6478272
4501385,6820887
4501385,IR972958
4501385,5917917
4501385,8527059
4501385,5329736
4501385,3491907
4501385,8796724
4501385,9811442
4501385,8886751
4501385,9327237
4501385,2107349
4501385,6242084
4501385,9782112
4501385,7006663
4501385,9271341
4501385,6964114
4501385,8127919
4501385,1654217
4501385,9525006
4501385,7544812
4501385,4270571
4501385,6143378
4501385,3604680
4501385,9311605
4501385,7518097
4501385,6273108
4501385,4866068
5965894,4868629
5965894,6680808
5965894,1957163
5965894,3556451
5965894,IR979306
5965894,6552595
5965894,9825943
5965894,6455053
5965894,2142216
5965894,4717418
5965894,5727719
5965894,3792339
5965894,9028170
5965894,2160665
5965894,7101369
5965894,6835475
5965894,3183081
5965894,8724818
5965894,4832495
5965894,IR979397
5965894,7170323
5965894,4394094
5965894,7530305
5965894,4687548
5965894,3234843
5965894,9789804
5965894,8308659
5965894,8966609
5965894,IR956400
5965894,IR956364
5965894,8660285
5965894,3513728
5965894,8383513
5965894,5730705
5965894,IR955847
5965894,8497234
5965894,3714339
5965894,7821402
5965894,5888410
5965894,2269467
5965894,5689489
5965894,IR957161
5965894,5960390
5965894,1957981
5965894,1857476
5965894,6321775
5965894,8239606
5965894,7531066
5965894,2858375
5965894,IR956142
5965894,1514568
5965894,5450957
5965894,2272846
5965894,1920110
5965894,6604492
5965894,7621259
5965894,2554608
5965894,5568598
5965894,7592535
5965894,9855052
5965894,7372725
5965894,1689973
5965894,5743027
5965894,4479980
5965894,IR957588
5965894,4083831
5965894,4128049
5965894,2858719
5965894,3614088
5965894,6582490
5965894,9032924
5965894,7785361
5965894,IR958476
5965894,3106109
5965894,2417505
5965894,9623639
5965894,2057640
5965894,6504391
5965894,4094648
5965894,7029472
5965894,3454886
5965894,5477177
5965894,2937443
5965894,IR960086
5965894,6329970
5965894,4737519
5965894,4428336
5965894,5829037
5965894,8210308
5965894,IR960969
5965894,3803356
5965894,8671908
5965894,2077952
5965894,5110070
5965894,9730226
5965894,4685315
5965894,2620614
5965894,3865941
5965894,6135593
5965894,6339702
5965894,3365845
5965894,4252235
5965894,2941353
5965894,2480503
5965894,7398046
5965894,1500848
5965894,9348176
5965894,7281594
5965894,4836480
5965894,6655947
5965894,9965364
5965894,3780610
5965894,9308837
5965894,9332346
5965894,7739537
5965894,3258821
5965894,2338029
5965894,3837465
5965894,6894963
5965894,2818530
5965894,8014499
5965894,2564246
5965894,3909585
5965894,7406505
5965894,1818513
5965894,3267572
5965894,2456427
5965894,7672518
5965894,1505114
5965894,IR959771
5965894,3692317
5965894,3287735
5965894,4702539
5965894,4278716
5965894,3514617
5965894,2636365
5965894,7132005
5965894,7479660
5965894,4924481
5965894,3147619
5965894,4742527
5965894,3210187
5965894,6066497
5965894,6725244
5965894,1827159
5965894,IR965801
5965894,8980826
5965894,7562700
5965894,4309202
5965894,6360923
5965894,1610831
5965894,3580806
5965894,2604145
5965894,6871117
5965894,3227917
5965894,4805403
5965894,9447739
5965894,5862741
5965894,IR967024
5965894,9747735
5965894,2279648
5965894,8665499
5965894,4533182
5965894,5893753
5965894,8843102
5965894,6175019
5965894,3326415
5965894,9861262
5965894,6451879
5965894,6822791
5965894,8577349
5965894,2161020
5965894,IR967360
5965894,5258069
5965894,6379199
5965894,IR971782
5965894,2432296
5965894,3680253
5965894,6736869
5965894,5436375
5965894,7737757
5965894,4813491
5965894,8186320
5965894,3716150
5965894,7817574
5965894,9695808
5965894,4532874
5965894,8725802
5965894,3150528
5965894,3505430
5965894,3539117
5965894,2516135
5965894,4833621
5965894,IR973724
5965894,3744427
5965894,6478272
5965894,6820887
5965894,IR972958
5965894,5917917
5965894,8527059
5965894,5329736
5965894,3491907
5965894,8796724
5965894,9811442
5965894,8886751
5965894,9327237
5965894,2107349
5965894,6242084
5965894,9782112
5965894,7006663
5965894,9271341
5965894,6964114
5965894,8127919
5965894,1654217
5965894,9525006
5965894,7544812
5965894,4270571
5965894,6143378
5965894,3604680
5965894,9311605
5965894,7518097
5965894,6273108
5965894,4866068
4868629,6680808
4868629,1957163
4868629,3556451
4868629,IR979306
4868629,6552595
4868629,9825943
4868629,6455053
4868629,2142216
4868629,4717418
4868629,5727719
4868629,3792339
4868629,9028170
4868629,2160665
4868629,7101369
4868629,6835475
4868629,3183081
4868629,8724818
4868629,4832495
4868629,IR979397
4868629,7170323
4868629,4394094
4868629,7530305
4868629,4687548
4868629,3234843
4868629,9789804
4868629,8308659
4868629,8966609
4868629,IR956400
4868629,IR956364
4868629,8660285
4868629,3513728
4868629,8383513
4868629,5730705
4868629,IR955847
4868629,8497234
4868629,3714339
4868629,7821402
4868629,5888410
4868629,2269467
4868629,5689489
4868629,IR957161
4868629,5960390
4868629,1957981
4868629,1857476
4868629,6321775
4868629,8239606
4868629,7531066
4868629,2858375
4868629,IR956142
4868629,1514568
4868629,5450957
4868629,2272846
4868629,1920110
4868629,6604492
4868629,7621259
4868629,2554608
4868629,5568598
4868629,7592535
4868629,9855052
4868629,7372725
4868629,1689973
4868629,5743027
4868629,4479980
4868629,IR957588
4868629,4083831
4868629,4128049
4868629,2858719
4868629,3614088
4868629,6582490
4868629,9032924
4868629,7785361
4868629,IR958476
4868629,3106109
4868629,2417505
4868629,9623639
4868629,2057640
4868629,6504391
4868629,4094648
4868629,7029472
4868629,3454886
4868629,5477177
4868629,2937443
4868629,IR960086
4868629,6329970
4868629,4737519
4868629,4428336
4868629,5829037
4868629,8210308
4868629,IR960969
4868629,3803356
4868629,8671908
4868629,2077952
4868629,5110070
4868629,9730226
4868629,4685315
4868629,2620614
4868629,3865941
4868629,6135593
4868629,6339702
4868629,3365845
4868629,4252235
4868629,2941353
4868629,2480503
4868629,7398046
4868629,1500848
4868629,9348176
4868629,7281594
4868629,4836480
4868629,6655947
4868629,9965364
4868629,3780610
4868629,9308837
4868629,9332346
4868629,7739537
4868629,3258821
4868629,2338029
4868629,3837465
4868629,6894963
4868629,2818530
4868629,8014499
4868629,2564246
4868629,3909585
4868629,7406505
4868629,1818513
4868629,3267572
4868629,2456427
4868629,7672518
4868629,1505114
4868629,IR959771
4868629,3692317
4868629,3287735
4868629,4702539
4868629,4278716
4868629,3514617
4868629,2636365
4868629,7132005
4868629,7479660
4868629,4924481
4868629,3147619
4868629,4742527
4868629,3210187
4868629,6066497
4868629,6725244
4868629,1827159
4868629,IR965801
4868629,8980826
4868629,7562700
4868629,4309202
4868629,6360923
4868629,1610831
4868629,3580806
4868629,2604145
4868629,6871117
4868629,3227917
4868629,4805403
4868629,9447739
4868629,5862741
4868629,IR967024
4868629,9747735
4868629,2279648
4868629,8665499
4868629,4533182
4868629,5893753
4868629,8843102
4868629,6175019
4868629,3326415
4868629,9861262
4868629,6451879
4868629,6822791
4868629,8577349
4868629,2161020
4868629,IR967360
4868629,5258069
4868629,6379199
4868629,IR971782
4868629,2432296
4868629,3680253
4868629,6736869
4868629,5436375
4868629,7737757
4868629,4813491
4868629,8186320
4868629,3716150
4868629,7817574
4868629,9695808
4868629,4532874
4868629,8725802
4868629,3150528
4868629,3505430
4868629,3539117
4868629,2516135
4868629,4833621
4868629,IR973724
4868629,3744427
4868629,6478272
4868629,6820887
4868629,IR972958
4868629,5917917
4868629,8527059
4868629,5329736
4868629,3491907
4868629,8796724
4868629,9811442
4868629,8886751
4868629,9327237
4868629,2107349
4868629,6242084
4868629,9782112
4868629,7006663
4868629,9271341
4868629,6964114
4868629,8127919
4868629,1654217
4868629,9525006
4868629,7544812
4868629,4270571
4868629,6143378
4868629,3604680
4868629,9311605
4868629,7518097
4868629,6273108
4868629,4866068
6680808,1957163
6680808,3556451
6680808,IR979306
6680808,6552595
6680808,9825943
6680808,6455053
6680808,2142216
6680808,4717418
6680808,5727719
6680808,3792339
6680808,9028170
6680808,2160665
6680808,7101369
6680808,6835475
6680808,3183081
6680808,8724818
6680808,4832495
6680808,IR979397
6680808,7170323
6680808,4394094
6680808,7530305
6680808,4687548
6680808,3234843
6680808,9789804
6680808,8308659
6680808,8966609
6680808,IR956400
6680808,IR956364
6680808,8660285
6680808,3513728
6680808,8383513
6680808,5730705
6680808,IR955847
6680808,8497234
6680808,3714339
6680808,7821402
6680808,5888410
6680808,2269467
6680808,5689489
6680808,IR957161
6680808,5960390
6680808,1957981
6680808,1857476
6680808,6321775
6680808,8239606
6680808,7531066
6680808,2858375
6680808,IR956142
6680808,1514568
6680808,5450957
6680808,2272846
6680808,1920110
6680808,6604492
6680808,7621259
6680808,2554608
6680808,5568598
6680808,7592535
6680808,9855052
6680808,7372725
6680808,1689973
6680808,5743027
6680808,4479980
6680808,IR957588
6680808,4083831
6680808,4128049
6680808,2858719
6680808,3614088
6680808,6582490
6680808,9032924
6680808,7785361
6680808,IR958476
6680808,3106109
6680808,2417505
6680808,9623639
6680808,2057640
6680808,6504391
6680808,4094648
6680808,7029472
6680808,3454886
6680808,5477177
6680808,2937443
6680808,IR960086
6680808,6329970
6680808,4737519
6680808,4428336
6680808,5829037
6680808,8210308
6680808,IR960969
6680808,3803356
6680808,8671908
6680808,2077952
6680808,5110070
6680808,9730226
6680808,4685315
6680808,2620614
6680808,3865941
6680808,6135593
6680808,6339702
6680808,3365845
6680808,4252235
6680808,2941353
6680808,2480503
6680808,7398046
6680808,1500848
6680808,9348176
6680808,7281594
6680808,4836480
6680808,6655947
6680808,9965364
6680808,3780610
6680808,9308837
6680808,9332346
6680808,7739537
6680808,3258821
6680808,2338029
6680808,3837465
6680808,6894963
6680808,2818530
6680808,8014499
6680808,2564246
6680808,3909585
6680808,7406505
6680808,1818513
6680808,3267572
6680808,2456427
6680808,7672518
6680808,1505114
6680808,IR959771
6680808,3692317
6680808,3287735
6680808,4702539
6680808,4278716
6680808,3514617
6680808,2636365
6680808,7132005
6680808,7479660
6680808,4924481
6680808,3147619
6680808,4742527
6680808,3210187
6680808,6066497
6680808,6725244
6680808,1827159
6680808,IR965801
6680808,8980826
6680808,7562700
6680808,4309202
6680808,6360923
6680808,1610831
6680808,3580806
6680808,2604145
6680808,6871117
6680808,3227917
6680808,4805403
6680808,9447739
6680808,5862741
6680808,IR967024
6680808,9747735
6680808,2279648
6680808,8665499
6680808,4533182
6680808,5893753
6680808,8843102
6680808,6175019
6680808,3326415
6680808,9861262
6680808,6451879
6680808,6822791
6680808,8577349
6680808,2161020
6680808,IR967360
6680808,5258069
6680808,6379199
6680808,IR971782
6680808,2432296
6680808,3680253
6680808,6736869
6680808,5436375
6680808,7737757
6680808,4813491
6680808,8186320
6680808,3716150
6680808,7817574
6680808,9695808
6680808,4532874
6680808,8725802
6680808,3150528
6680808,3505430
6680808,3539117
6680808,2516135
6680808,4833621
6680808,IR973724
6680808,3744427
6680808,6478272
6680808,6820887
6680808,IR972958
6680808,5917917
6680808,8527059
6680808,5329736
6680808,3491907
6680808,8796724
6680808,9811442
6680808,8886751
6680808,9327237
6680808,2107349
6680808,6242084
6680808,9782112
6680808,7006663
6680808,9271341
6680808,6964114
6680808,8127919
6680808,1654217
6680808,9525006
6680808,7544812
6680808,4270571
6680808,6143378
6680808,3604680
6680808,9311605
6680808,7518097
6680808,6273108
6680808,4866068
1957163,3556451
1957163,IR979306
1957163,6552595
1957163,9825943
1957163,6455053
1957163,2142216
1957163,4717418
1957163,5727719
1957163,3792339
1957163,9028170
1957163,2160665
